Timestamp,Firm exit status,Do you have your CPA license?,How many years of experience in accounting do you have? (If none please skip),What is your current salary + bonus in USD? (Example Format: 50000) (If none please skip),"If you have exited a public accounting firm, how many years did you work in public accounting before exiting? (Please skip if this doesn't apply to you)",What industry do you work in?,What COL is your region?,Where do you live?,Gender,What is your line of service? (Or was in the case of those who have exited),How many hours do you currently work per week on average? 
8/17/2020 18:44:55,I am currently working at a mid-tier or local accounting firm,No,,56000,,Public Accounting,Medium,United States,Male,Tax,50
8/17/2020 19:02:01,I am currently working at a Big 4 accounting firm,No,1.5,50000,,Finance,High,Australia/New Zealand,Male,Advisory - Risk/IT Advisory,65
8/17/2020 19:21:58,I am currently working at a mid-tier or local accounting firm,No,2,28200,,Public Accounting,,Australia/New Zealand,Female,Tax,32
8/8/2020 9:41:27,I have already exited from a Big 4 Accounting firm,Yes,11,340000,5,Finance,High,United States,Male,Tax,50
8/17/2020 20:40:38,I am currently working at a mid-tier or local accounting firm,Yes,9,200000,,Public Accounting,Medium,Canada,Male,Small business,45
8/17/2020 20:50:28,I am currently working at a mid-tier or local accounting firm,No,1.5,60000,,Public Accounting,Medium,United States,Female,Tax,43
8/17/2020 21:16:42,I am currently working at a mid-tier or local accounting firm,Yes,7,87000,,Manufacturing,Low,United States,Male,Tax,45
8/17/2020 21:25:06,I am currently working at a mid-tier or local accounting firm,Yes,3,72000,,Public Accounting,High,United States,Male,Audit,45
8/17/2020 21:26:16,I am still in school,No,,,,,,,,,
8/17/2020 21:26:18,I am currently working at a mid-tier or local accounting firm,Yes,3,72000,,Public Accounting,High,United States,Male,Audit,45
7/31/2020 10:22:48,I have already exited from a Big 4 Accounting firm,Yes,12,127600,,Other,Medium,United States,Male,Audit,45
8/17/2020 22:08:54,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1,65000,,Public Accounting,High,United States,Prefer not to say,Audit,50
8/18/2020 4:43:44,I have never worked at a public accounting firm,No,1,44000,,Government,Medium,Australia/New Zealand,Male,Audit,38
8/18/2020 7:20:37,I am currently working at a Big 4 accounting firm,No,1,63300,,Public Accounting,High,United States,Male,Audit,50
8/18/2020 8:06:45,I have already exited from a mid-tier or local accounting firm,Yes,8,102000,4,Construction,Low,United States,Male,Tax,40
8/18/2020 9:15:57,I am currently working at a mid-tier or local accounting firm,No,7,136000,,Public Accounting,Medium,United States,Male,Advisory - Risk/IT Advisory,45
8/18/2020 10:10:03,I am currently working at a Big 4 accounting firm,Yes,2,67600,,Public Accounting,Medium,United States,Male,Advisory - Risk/IT Advisory,50
8/18/2020 11:04:16,I am currently working at a Big 4 accounting firm,No,1,52000,,Public Accounting,Medium,United States,Female,Tax,55
8/18/2020 11:12:26,I am currently working at a Big 4 accounting firm,Yes,2,55400,,Public Accounting,Medium,United States,Male,Audit,45
8/18/2020 12:49:21,I am currently working at a Big 4 accounting firm,Yes,7,100000,,Public Accounting,Medium,United States,Male,Audit,35
8/18/2020 13:10:52,I am currently working at a mid-tier or local accounting firm,Yes,5,120000,,Public Accounting,High,United States,Male,Audit,47
8/18/2020 14:26:38,I have already exited from a Big 4 Accounting firm,Yes,12,170000,8,Manufacturing,High,United States,Female,Tax,45
8/18/2020 14:26:44,I am currently working at a Big 4 accounting firm,No,,59000,,Public Accounting,,United States,Male,Audit,
8/18/2020 15:01:54,I have never worked at a public accounting firm,No,5,68000,,Technology,Medium,United States,Male,Senior Accountant,40
8/18/2020 16:41:23,I have already exited from a mid-tier or local accounting firm,Yes,4,95000,3,Finance,High,United States,Male,Audit,45
8/18/2020 17:28:00,I am currently working at a Big 4 accounting firm,No,8,119000,,Public Accounting,High,United States,Male,Advisory - Risk/IT Advisory,45
8/18/2020 20:04:11,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1,57000,,Public Accounting,High,United States,Female,Audit,70
8/18/2020 20:13:35,I have never worked at a public accounting firm,No,1,59000,,Other,Medium,United States,Female,Audit,42
8/18/2020 20:18:35,I am currently working at a Big 4 accounting firm,No,1,51000,,Medical,Low,United States,Male,Audit,48
8/18/2020 20:28:45,I am currently working at a mid-tier or local accounting firm,Yes,4,72000,,Public Accounting,Low,United States,Male,Audit,46
8/18/2020 21:33:13,I am currently working at a mid-tier or local accounting firm,No,2,68000,,Public Accounting,High,United States,Male,Audit,45
8/18/2020 22:16:26,I am currently working at a mid-tier or local accounting firm,No,3.5,67500,,Public Accounting,High,United States,Male,"Tax, audit, and advisory at small firm",37.5
8/18/2020 22:24:13,I am currently working at a Big 4 accounting firm,No,2,58000,,Public Accounting,Medium,United States,Male,Audit,45
8/18/2020 22:40:26,I have never worked at a public accounting firm,No,8,52000,,Other,Medium,United States,Female,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,40
8/18/2020 23:08:45,I am currently working at a mid-tier or local accounting firm,No,3,70000,,Public Accounting,High,United States,Female,Audit,45
8/18/2020 23:27:35,I am currently working at a Big 4 accounting firm,Yes,5,88000,,Public Accounting,Medium,United States,Male,Audit,55
8/19/2020 0:12:17,I am still in school,No,1,,,Public Accounting,Medium,United States,Male,Tax,0
8/19/2020 4:55:20,I have already exited from a mid-tier or local accounting firm,Yes,8,90000,4,Medical,Medium,United States,Male,Audit,50
8/19/2020 4:56:37,I have already exited from a mid-tier or local accounting firm,Yes,8,90000,4,Medical,Medium,United States,Male,Audit,50
8/19/2020 9:49:15,I am currently working at a Big 4 accounting firm,Yes,4,94000,,Government,High,United States,Male,,45
8/19/2020 10:10:37,I have never worked at a public accounting firm,No,10,250000,,Energy,Medium,United States,Male,,45
8/19/2020 10:52:55,I am currently working at a Big 4 accounting firm,No,,60000,,Public Accounting,High,United States,Male,Tax,40
8/19/2020 14:07:27,I have already exited from a mid-tier or local accounting firm,No,1,80000,1,Government,Medium,United States,Male,Audit,40
8/19/2020 16:01:30,I am currently working at a mid-tier or local accounting firm,No,1,46000,,Government,High,United States,Male,Audit,16
8/19/2020 16:25:30,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1,63000,,Public Accounting,High,United States,Male,Audit,45
8/19/2020 17:19:53,I am currently working at a Big 4 accounting firm,No,2,68000,,Public Accounting,High,United States,Female,Audit,45
8/19/2020 17:38:36,I am currently working at a mid-tier or local accounting firm,No,1,55000,,Public Accounting,Medium,United States,Female,Audit & Tax ,40
8/19/2020 18:20:03,I have never worked at a public accounting firm,No,10,86000,,Medical,Medium,United States,Male,Audit,40
8/19/2020 19:07:26,I am currently working at a Big 4 accounting firm,Yes,6,108000,,Public Accounting,High,United States,Male,Audit,45
8/19/2020 19:23:20,I am currently working at a mid-tier or local accounting firm,No,2.5,49184,,Public Accounting,High,Canada,Male,Audit,40
8/19/2020 21:10:21,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,9,75000,,Public Accounting,High,United States,Female,Tax,45
8/19/2020 22:42:19,I have never worked at a public accounting firm,No,5,45000,,Manufacturing,Medium,United States,Female,,42
8/19/2020 22:44:54,I am currently working at a Big 4 accounting firm,Yes,3,64500,,Public Accounting,Low,United States,Male,Audit,47
8/20/2020 0:58:52,I am currently working at a mid-tier or local accounting firm,No,,47000,,Public Accounting,Medium,United States,Female,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,40
8/20/2020 2:08:39,I have already exited from a mid-tier or local accounting firm,Yes,11,196000,8,Public Accounting,Medium,United States,Male,Tax,35
8/20/2020 3:50:21,I am currently working at a mid-tier or local accounting firm,No,2.5,45000,,Public Accounting,High,Canada,Prefer not to say,Tax,40
8/20/2020 11:03:58,I am currently working at a mid-tier or local accounting firm,Yes,8,95000,,Public Accounting,High,United States,Female,Forensic,48
8/20/2020 11:34:14,I am still in school,No,,,,,,United States,Male,,
8/4/2020 12:39:03,I have already exited from a Big 4 Accounting firm,Yes,14,190000,14,Finance,High,United States,Female,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,49
8/20/2020 13:08:48,I am currently working at a mid-tier or local accounting firm,Yes,3,78000,,Public Accounting,High,United States,Female,Audit,40
8/20/2020 13:31:58,I am currently working at a Big 4 accounting firm,No,3,90000,,Public Accounting,High,United States,Male,Advisory - Risk/IT Advisory,40
8/20/2020 14:02:17,I am currently working at a mid-tier or local accounting firm,Yes,5,75000,,Public Accounting,Low,United States,Male,Tax,45
8/20/2020 14:06:28,I am currently working at a Big 4 accounting firm,Yes,4,67500,,Finance,Low,United States,Male,Audit,60
8/20/2020 14:31:20,I am currently working at a mid-tier or local accounting firm,Yes,3,71000,,Public Accounting,High,United States,Male,Audit,40
8/20/2020 15:45:53,I have never worked at a public accounting firm,No,1,25000,,Finance,Medium,United States,Male,,30
8/20/2020 16:18:52,I have already exited from a Big 4 Accounting firm,No,9,1200,,Technology,Medium,Latin America,Male,Audit,60
7/30/2020 15:06:18,I have already exited from a Big 4 Accounting firm,Yes,15,265000,5,Agriculture/Food processing,Medium,United States,Male,Audit,45
8/20/2020 21:32:13,I have never worked at a public accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1,38000,,Other,Medium,Canada,Male,,47
8/20/2020 22:44:32,I am still in school,No,,,,,,United States,Male,,
8/8/2020 22:30:49,I have already exited from a Big 4 Accounting firm,Yes,15,195000,9,Energy,High,United States,Male,Tax,45
8/21/2020 7:33:57,I am currently working at a Big 4 accounting firm,No,5,40000,,Public Accounting,Medium,Australia/New Zealand,Male,Audit,45
8/21/2020 7:51:05,I am currently working at a Big 4 accounting firm,No,2.8,47800,,Public Accounting,High,United Kingdom ,Female,Audit,45
8/21/2020 10:51:56,I am currently working at a Big 4 accounting firm,No,5,80000,,Public Accounting,High,United States,Male,Audit,40
8/21/2020 11:08:06,I am currently working at a Big 4 accounting firm,No,,66000,,Public Accounting,High,United States,Male,Audit,40
8/21/2020 12:05:59,I am currently working at a mid-tier or local accounting firm,Yes,2,58350,,Public Accounting,Low,United States,Female,Audit and Tax,40
8/21/2020 12:14:31,I am currently working at a mid-tier or local accounting firm,Yes,6,75000,,Public Accounting,Medium,United States,Male,Audit,46
8/21/2020 12:34:27,I am currently working at a Big 4 accounting firm,No,2,56000,,Public Accounting,Low,United States,Male,Audit,45
8/17/2020 17:17:11,I have already exited from a Big 4 Accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,17,80000,2,Finance,Medium,United States,Female,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,40
8/21/2020 13:07:42,I am currently working at a Big 4 accounting firm,Yes,9,133000,,Public Accounting,High,United States,Male,Advisory - Risk/IT Advisory,45
7/30/2020 1:51:16,I have already exited from a Big 4 Accounting firm,Yes,16,403000,12,Other,High,United States,Male,Audit,
8/21/2020 16:53:42,I have never worked at a public accounting firm,No,,35000,,Other,Low,United States,Male,Statutory Accounting,40
8/21/2020 16:58:02,I am currently working at a mid-tier or local accounting firm,No,1,51200,,Public Accounting,Low,United States,Female,Audit,40
8/21/2020 17:39:52,I have already exited from a mid-tier or local accounting firm,No,3.5,75141,2,Finance,Medium,United States,Male,Audit,37.5
8/16/2020 7:33:13,I have already exited from a Big 4 Accounting firm,No,20,175000,5,Finance,High,United States,Male,Tax,30
8/21/2020 19:42:19,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1,55400,,Public Accounting,Medium,United States,Male,Audit,50
8/3/2020 22:47:10,I have already exited from a Big 4 Accounting firm,No,,102000,5,Technology,Medium,United States,Male,Advisory - Risk/IT Advisory,50
8/21/2020 20:18:22,I am currently working at a Big 4 accounting firm,Yes,3,79000,,Public Accounting,High,United States,Male,Audit,55
8/21/2020 20:21:06,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1,78500,,Public Accounting,High,United States,Female,Advisory - Risk/IT Advisory,55
8/21/2020 22:50:16,I have never worked at a public accounting firm,No,6,66000,,Manufacturing,Medium,United States,Male,,40
8/21/2020 23:19:14,I have never worked at a public accounting firm,Yes,6,95000,,Manufacturing,High,United States,Male,,45
8/22/2020 0:05:51,I am currently working at a mid-tier or local accounting firm,No,1,71500,,Public Accounting,High,United States,Female,Tax,45
8/22/2020 1:42:15,I am currently working at a Big 4 accounting firm,Yes,7,142000,,Public Accounting,High,United States,Male,Tax,45
8/22/2020 2:58:17,I am still in school,No,,63000,,Public Accounting,High,United States,Male,Tax,60
8/22/2020 3:14:09,I am currently working at a mid-tier or local accounting firm,No,1,61000,,Public Accounting,Medium,United States,Male,Tax,40
8/22/2020 6:46:23,I am currently working at a mid-tier or local accounting firm,No,3,66000,,Public Accounting,Low,United States,Female,Audit,45
8/22/2020 7:09:12,I am currently working at a mid-tier or local accounting firm,Yes,4,60000,,Public Accounting,Low,United States,Male,Tax,42.5
8/22/2020 9:30:41,I am currently working at a Big 4 accounting firm,Yes,3,80000,,Public Accounting,High,United States,Male,Audit,45
8/17/2020 13:18:31,I have already exited from a Big 4 Accounting firm,No,,,1.4,Government,Medium,Singapore,Male,Advisory - Other,70
8/22/2020 12:37:13,I have never worked at a public accounting firm,No,6,132000,0,Manufacturing,Medium,United States,Female,No B4 experience,45
8/22/2020 14:52:10,I am currently working at a mid-tier or local accounting firm,No,3,75000,,Public Accounting,High,United States,Male,Tax,48
8/22/2020 18:40:14,I have already exited from a mid-tier or local accounting firm,No,10,115000,4.5,Other,High,United States,Female,Audit,35
8/22/2020 20:03:35,I am currently working at a Big 4 accounting firm,Yes,3,68000,,Public Accounting,Medium,United States,Female,Audit,52
8/22/2020 20:09:22,I am currently working at a mid-tier or local accounting firm,No,1,53550,,Finance,Low,United States,Male,Audit,40
8/1/2020 13:29:34,I have already exited from a Big 4 Accounting firm,Yes,20,415000,15,Medical,High,United States,Male,Audit,45
